,Powersmiths Head Office,Powersmiths Head Office,Powersmiths Head Office,Powersmiths Head Office,Powersmiths Head Office
03/17/2013,19.13229,20.26979,25.90243,1.00104,-1.7191
03/18/2013,20.72188,22.50035,27.12917,-2.01875,-0.93403
03/19/2013,20.90417,22.85903,27.57882,0.68958,2.43785
03/20/2013,20.69618,22.4941,27.89236,0.05625,0.44375
03/21/2013,20.54271,22.52361,27.56736,-0.95938,-0.4625
03/22/2013,20.37153,21.88403,27.16736,2.95938,1.22083
03/23/2013,21.06806,22.63924,27.3691,6.08646,2.88333
03/24/2013,20.99618,22.625,27.34375,5.64792,2.62153
03/25/2013,21.62292,23.24896,28.90764,8.04271,4.53299
03/26/2013,22.83403,24.15347,29.65938,10.11563,6.59618
03/27/2013,21.01215,22.46493,29.22396,8.19167,5.28299
03/28/2013,21.14514,22.24097,28.73646,7.24271,6.03299
03/29/2013,21.62743,22.01493,29.25729,11.90729,7.90208
03/30/2013,22.45972,23.19167,29.69549,12.95938,8.38993
03/31/2013,21.57639,23.06146,29.61979,9.53021,9.7441
04/01/2013,20.67882,22.04375,28.83993,5.56146,2.53368
04/02/2013,20.22813,21.65174,28.34757,1.73333,0.14375
04/03/2013,21.08056,22.23715,28.66215,4.80938,0.65192
04/04/2013,21.20104,22,28.64722,8.42083,6.15035
04/05/2013,21.48264,22.35868,28.33021,7.99792,5.06319
04/06/2013,20.88646,22.51146,26.81736,5.73438,4.18924
04/07/2013,20.9625,22.53715,27.02361,10.10938,9.01424
04/08/2013,21.54722,22.73889,28.6434,9.61875,8.30486
04/09/2013,22.24236,23.23611,29.91493,14.10521,10.63403
04/10/2013,21.6125,22.74722,28.87604,8.34896,6.95903
04/11/2013,20.84931,22.21389,28.5941,2.46979,2.96111
04/12/2013,20.58611,22.07083,27.95972,2.93125,4.26042
04/13/2013,20.97569,22.91215,28.37778,5.94271,7.25139
04/14/2013,20.81389,22.42396,28.03993,8.00938,6.81597
04/15/2013,21.80521,22.79028,28.49167,12.7,10.34514
04/16/2013,22.91563,23.52049,29.89167,14.58854,13.63993
04/17/2013,22.92083,23.42257,29.23299,12.97083,9.80903
04/18/2013,22.54028,22.97396,28.65556,14.31146,13.89792
04/19/2013,22.7691,23.30903,29.80174,15.13646,14.71701
04/20/2013,21.19028,22.97153,27.8816,5.10313,4.31944
04/21/2013,21.49722,22.33576,27.40521,7.18854,4.63958
04/22/2013,22.62257,23.0941,28.76215,11.04167,8.62604
04/23/2013,22.97326,23.24028,30.38819,13.09271,11.16597
04/24/2013,21.30104,22.16493,29.90208,10.73229,9.28785
04/25/2013,20.32604,21.39028,28.7559,9.36979,7.40903
04/26/2013,21.21986,21.65749,29.19164,14.35417,10.18368
04/27/2013,21.63021,21.75521,29.98264,16.04792,14.00521
04/28/2013,21.35313,21.70313,29.97431,16.09688,14.58785
04/29/2013,22.27596,22.9784,29.84774,13.54688,13.79306
04/30/2013,23.58611,24.12083,30.50278,18.06146,16.89722
05/01/2013,24.13819,24.0309,30.62431,21.83125,19.23194
05/02/2013,24.68542,24.65556,29.11146,22.41979,19.77917
05/03/2013,24.83889,24.98681,29.31319,20.52903,19.89132
05/04/2013,25.85243,26.05417,30.36146,21.12188,19.53819
05/05/2013,26.40521,26.57431,30.69688,22.91563,20.0625
05/06/2013,24.45938,23.96736,30.16493,22.50435,20.30417
05/07/2013,23.91528,23.34618,30.89965,22.36145,20.61771
05/08/2013,24.2684,24.10521,31.46736,21.97312,20.70694
05/09/2013,25.13229,25.29236,32.2309,21.84368,21.28194
05/10/2013,23.67604,24.31493,30.74375,15.07872,15.39444
05/11/2013,22.09688,22.68576,27.73576,14.55,13.44132
05/12/2013,18.97708,19.92431,25.01146,8.55208,7.54028
05/13/2013,20.45625,21.10972,25.87743,8.79322,7.96042
05/14/2013,21.97813,22.71007,28.25833,11.34583,11.13993
05/15/2013,23.51528,23.6934,28.81424,17.59583,16.54514
05/16/2013,24.24321,23.823,29.17875,21.44271,18.13021
05/17/2013,23.54757,23.57813,27.5625,18.15699,15.8691
05/18/2013,25.67882,25.66111,29.31111,18.50729,17.82535
05/19/2013,26.94931,26.83958,30.44757,21.01667,20.14444
05/20/2013,28.92049,28.64861,32.05799,24.75,23.13368
05/21/2013,25.73576,25.57257,31.22535,22.73646,22.15729
05/22/2013,24.49792,24.39514,30.00521,21.2625,21.74097
05/23/2013,23.45451,23.50833,29.70556,21.15625,17.23299
05/24/2013,21.96632,22.24722,27.52083,13.325,8.78785
05/25/2013,22.51563,23.01354,27.64063,14.09271,11.26285
05/26/2013,22.94688,23.21701,27.9184,16.72917,13.7559
05/27/2013,23.15278,22.9184,27.85104,20.19271,17.17257
05/28/2013,23.00069,23.37465,28.2434,14.78958,15.32882
05/29/2013,24.66215,24.73194,29.56597,20.82083,21.86875
05/30/2013,24.98021,24.63507,30.46632,27.35104,26.14132
05/31/2013,24.8559,24.43681,30.25729,28.12292,26.6316
06/01/2013,23.9684,23.09514,29.1941,24.7875,24.29444
06/02/2013,23.39965,22.49549,28.42778,21.98958,21.02049
06/03/2013,22.46528,22.18368,27.84306,19.12292,14.83646
06/04/2013,23.75729,23.80799,29.03472,20.19583,16.36667
06/05/2013,23.83333,24.12465,29.74792,18.4875,17.60035
06/06/2013,22.9816,23.64514,27.97465,15.30313,15.02014
06/07/2013,22.45,22.96007,28.37431,16.00938,15.32326
06/08/2013,22.54514,22.87986,28.23056,18.50833,17.91007
06/09/2013,24.38056,24.27153,29.20069,22.87083,20.43681
06/10/2013,24.45694,24.68125,30.22778,17.42813,18.2191
06/11/2013,25.45104,25.32951,30.82118,20.45833,20.15069
06/12/2013,25.29271,25.2125,30.70139,23.30625,21.3316
06/13/2013,24.69861,24.85868,30.50833,20.62292,19.80903
06/14/2013,25.19479,25.32292,29.92951,22.06042,19.67326
06/15/2013,25.8316,26.12431,29.51528,24.07604,21.08472
06/16/2013,26.50451,26.67813,30.14931,22.95729,23.42743
06/17/2013,24.61181,24.27917,28.88333,24.11875,22.33194
06/18/2013,24.91771,24.91111,29.03542,21.64271,19.2625
06/19/2013,24.11979,23.9691,28.48924,21.66875,18.70104
06/20/2013,24.84132,24.73021,28.65903,23.21146,21.22639
06/21/2013,24.43576,24.09861,28.6434,25.27604,23.88785
06/22/2013,23.8691,23.20243,28.15208,23.55,23.99028
06/23/2013,24.55556,23.0816,28.14375,28.83229,27.44097
06/24/2013,25.96146,25.23924,29.76667,31.01979,29.49514
06/25/2013,25.83611,25.52292,30.40729,27.41146,27.13576
06/26/2013,25.38229,24.97361,29.8441,30.22708,27.47778
06/27/2013,25.5375,25.65417,30.07257,25.18229,25.0691
06/28/2013,24.99931,25.33646,29.5375,22.16563,21.91528
06/29/2013,23.59201,22.72396,28.45451,23.025,22.1875
06/30/2013,23.58403,22.30243,27.98542,25.63125,22.80521
07/01/2013,23.5125,23.08542,28.45833,23.08958,21.91389
07/02/2013,24.71181,24.20729,29.09965,23.30417,22.92569
07/03/2013,24.91389,24.38333,29.47847,24.56563,24.95417
07/04/2013,25.50556,25.04931,30.05521,25.74896,26.88854
07/05/2013,25.61979,25.55972,30.17153,24.40521,25.58576
07/06/2013,24.77014,23.50382,28.42917,28.44063,26.87708
07/07/2013,24.40451,23.36007,28.33021,25.31875,25.21285
07/08/2013,23.82951,23.36111,29.00625,26.09688,24.49063
07/09/2013,23.90313,23.52778,30.55625,23.24688,23.82986
07/10/2013,24.19132,23.69826,30.61285,27.64271,25.81394
07/11/2013,24.42778,23.87326,29.73507,26.01979,22.14444
07/12/2013,24.46215,23.83472,29.70451,25.87917,23.61111
07/13/2013,24.34757,23.0941,29.57639,27.41042,25.57431
07/14/2013,24.74792,23.11806,29.70625,30.68438,28.12639
07/15/2013,24.78571,23.48084,30.02056,32.84896,29.8439
07/16/2013,24.94965,24.03715,32.00903,34.22708,30.28958
07/17/2013,24.97813,23.68438,31.29861,35.14375,32.01319
07/18/2013,25.85938,25.10764,30.36875,34.22396,31.40174
07/19/2013,25.73868,24.93136,30.9669,32.04896,30.22439
07/20/2013,24.88333,23.36493,30.14479,29.65208,26.1559
07/21/2013,24.16111,22.89063,29.49479,25.93229,23.57569
07/22/2013,24.97326,24.82361,30.20868,24.33333,23.82361
07/23/2013,24.42361,24.50729,30.29965,26.95833,23.75521
07/24/2013,23.48958,23.31076,29.11215,24.16667,19.28021
07/25/2013,24.40313,24.00833,29.37639,23.81979,21.56181
07/26/2013,24.63681,24.16563,29.71354,24.75625,22.87604
07/27/2013,23.64583,23.39271,29.3691,21.89063,22.34931
07/28/2013,23.17431,22.90104,28.88542,23.36354,20.88299
07/29/2013,22.89028,22.94931,28.51493,21.17396,19.97188
07/30/2013,23.5875,23.44618,29.60833,25.1,21.28611
07/31/2013,23.30243,23.0934,29.66285,23.83958,21.73264
08/01/2013,24.53715,24.01563,30.18264,24.07604,22.29861
08/02/2013,24.94028,24.77778,31.55694,24.98229,22.52708
08/03/2013,23.575,22.65938,34.96979,25.87708,21.28507
08/04/2013,23.21215,22.19965,34.41493,23.04271,20.07292
08/05/2013,23.03902,22.42648,34.04251,24.62708,21.07014
08/06/2013,23.9316,23.64826,30.80278,24.07396,23.20104
08/07/2013,24.58299,24.22049,28.87535,23.8875,24.72951
08/08/2013,25.33542,25.33715,29.69236,28.01979,24.42917
08/09/2013,25.3559,25.17535,29.48299,26.76563,23.29688
08/10/2013,24.46632,23.86493,28.76875,25.89167,21.28819
08/11/2013,23.80556,23.5191,28.36319,25.05,21.5816
08/12/2013,24.74757,25.08646,29.08264,23.16354,22.49688
08/13/2013,24.09479,24.38333,28.67153,23.20729,19.59167
08/14/2013,23.88611,23.875,27.98264,22.11771,18.04549
08/15/2013,24.38785,24.32847,28.69097,23.0625,20.17951
08/16/2013,24.58993,24.58854,29.33229,25.05833,21.43229
08/17/2013,24.1875,23.25,28.81736,25.90729,22.82778
08/18/2013,24.07639,22.99375,31.03507,26.69583,23.2316
08/19/2013,25.0316,24.54757,32.52153,28.97708,24.54653
08/20/2013,25.6816,25.35208,30.86285,29.28958,25.77569
08/21/2013,25.52396,25.29722,30.19757,29.18333,26.96146
08/22/2013,26.14271,25.93854,30.97118,27.825,26.28056
08/23/2013,25.53854,24.91215,30.09132,26.4625,22.23576
08/24/2013,24.0816,22.57708,29.09688,24.88229,22.18715
08/25/2013,23.91042,22.92153,29.94722,27.09583,23.49757
08/26/2013,24.90139,24.64896,31.0559,24.77917,24.40347
08/27/2013,25.07118,24.83368,31.32222,26.99688,25.12361
08/28/2013,24.94583,24.35694,31.11979,26.49479,25.81875
08/29/2013,26.05174,25.59132,31.8684,30.23333,25.98472
08/30/2013,25.69028,25.56146,31.49965,27.71563,26.31146
08/31/2013,24.61424,23.86354,28.95938,26.77083,25.12118
09/01/2013,24.11736,23.5309,28.59514,24.17083,23.87396
09/02/2013,23.8441,23.53194,28.22326,23.66667,22.65243
09/03/2013,23.56806,23.48715,28.38021,22.24583,19.97292
09/04/2013,23.96319,23.99896,28.91146,24.31979,20.56042
09/05/2013,24.60208,24.49132,29.44826,21.40104,16.2375
09/06/2013,24.3375,24.39896,28.80799,21.56771,17.25625
09/07/2013,23.69896,24.43299,28.32986,18.59479,19.17639
09/08/2013,25.64028,25.68785,29.17153,23.17188,18.75556
09/09/2013,24.4809,24.44201,28.39271,20.13646,18.15278
09/10/2013,24.91979,23.92569,29.35382,28.38125,25.73333
09/11/2013,24.88681,24.05694,30.80694,30.99063,27.60625
09/12/2013,25.69965,25.53646,30.83924,25.21354,23.05556
09/13/2013,24.03646,24.5934,28.39861,17.37292,14.08819
09/14/2013,24.323,24.43659,27.85401,19.10104,14.01042
09/15/2013,23.60382,24.1875,27.87569,17.29792,16.81916
09/16/2013,23.49688,23.78438,28.63438,15.52188,13.64105
09/17/2013,23.38472,23.49132,29.5934,16.28854,13.17639
09/18/2013,24.24653,24.21563,28.62292,19.55104,15.87118
09/19/2013,24.2375,24.46806,29.13403,18.05208,18.12882
09/20/2013,24.50833,24.89965,29.67257,20.59063,21.14722
09/21/2013,24.07778,24.65868,29.61146,16.89792,18.02882
09/22/2013,22.04653,22.55278,27.44028,14.57396,12.42396
09/23/2013,23.0066,23.03368,27.4066,17.98854,13.15069
09/24/2013,22.24271,21.90764,27.02847,18.6125,13.29375
09/25/2013,21.65694,20.9941,26.30417,20.86146,15.43403
09/26/2013,23.09618,22.58785,27.48715,21.90104,17.00139
09/27/2013,23.31215,22.83299,27.84931,20.85,17.2316
09/28/2013,22.45451,21.71563,27.125,19.10938,17.3066
09/29/2013,22.30972,22.16736,27.2184,20.61563,18.13333
09/30/2013,22.92014,22.90764,27.77639,19.23333,19.28889
10/01/2013,22.67396,21.91424,27.05451,20.95104,18.82708
10/02/2013,23.57465,22.66632,27.83021,24.51042,20.5941
10/03/2013,23.52257,23.24618,27.99306,21.88333,17.8
10/04/2013,23.98315,24.54045,29.10562,17.30417,17.45
10/05/2013,23.10556,23.68854,28.3816,16.68021,16.96042
10/06/2013,23.3125,23.89549,28.49444,16.56875,17.0566
10/07/2013,22.94618,23.30799,28.01076,15.56146,15.59236
10/08/2013,21.69965,21.49618,26.45104,17.49271,13.85833
10/09/2013,22.13958,21.77188,26.56632,18.12292,14.10104
10/10/2013,23.24514,23.09236,27.58299,19.04479,14.48715
10/11/2013,23.41146,23.23403,27.82813,19.50938,14.58611
10/12/2013,22.50451,21.86042,27.05069,19.97813,15.59583
10/13/2013,22.22951,22.68681,27.35868,16.2125,16.19201
10/14/2013,21.7375,21.66632,26.47951,17.74167,13.69549
10/15/2013,21.55903,21.66667,26.41319,15.71354,14.13819
10/16/2013,22.32813,22.31354,27.26285,19.06458,17.62951
10/17/2013,22.37292,23.02708,27.54444,15.46146,14.98576
10/18/2013,21.94306,22.3375,26.87708,15.32188,13.13125
10/19/2013,19.46806,20.37639,25.27847,9.33125,10.78819
10/20/2013,18.96597,19.31076,23.89097,12.60208,9.69965
10/21/2013,21.13715,22.07153,25.6875,12.76042,12.63958
10/22/2013,21.83403,23.27014,26.47326,9.55,8.89201
10/23/2013,22.10729,23.01076,27.37951,9.22917,7.52986
10/24/2013,21.27188,22.37118,25.89306,7.16458,7.03785
10/25/2013,20.70417,21.70486,25.56354,10.50208,7.9809
10/26/2013,21.16701,23.47465,25.86632,6.30417,7.55313
10/27/2013,21.15521,23.28681,25.70833,6.71771,7.46215
10/28/2013,22.89514,23.43194,27.16111,10.43438,7.15486
10/29/2013,22.05729,22.99583,27.26806,8.15313,5.15556
10/30/2013,22.36458,23.44861,27.93646,9.61563,9.05521
10/31/2013,21.52674,22.5441,27.72882,11.68333,12.675
11/01/2013,21.60069,22.66285,27.62361,13.75625,14.16736
11/02/2013,21.42367,23.32333,26.62867,8.626,8.53933
11/03/2013,6.625,7.47917,8.41389,0.11042,3.41215
11/04/2013,0,0,0,0,4.51215
11/05/2013,0,0,0,0,9.43333
11/06/2013,0,0,0,0,12.88021
11/07/2013,0,0,0,0,7.57292
11/08/2013,0,0,0,0,5.66215
11/09/2013,0,0,0,0,8.54965
11/10/2013,0,0,0,0,7.46042
11/11/2013,0,0,0,0,5.075
11/12/2013,0,0,0,0,0.025
11/13/2013,11.33715,11.74757,14.43229,2.74479,2.37917
11/14/2013,21.11597,22.26354,26.80694,8.39375,6.58542
11/15/2013,20.60972,21.31493,26.61493,9.97188,9.57778
11/16/2013,21.44479,22.65868,27.09271,11.875,10.57257
11/17/2013,21.63576,22.9941,27.40174,12.33125,13.36076
11/18/2013,21.35729,22.86563,27.17326,7.17708,7.95347
11/19/2013,21.84861,23.18194,26.47951,4.10938,2.90451
11/20/2013,21.82743,23.10764,26.89028,0.29412,2.04896
11/21/2013,20.86772,22.32246,26.97333,4.6439,6.30594
11/22/2013,20.58576,21.76458,26.55243,6.275,7.15938
11/23/2013,20.85208,23.17431,25.94896,-0.1375,-0.85694
11/24/2013,20.53576,23.70556,28.07326,-3.82188,-5.49583
11/25/2013,21.16493,24.38993,28.97049,-0.38021,0.85938
11/26/2013,21.02465,23.20382,26.29375,1.19063,3.77014
11/27/2013,21.13021,22.69757,26.675,2.34896,0.79861
11/28/2013,20.46111,21.91424,26.34861,-1.03021,-1.77743
11/29/2013,20.38542,21.67465,26.30417,-1.08438,-2.20347
11/30/2013,20.7625,23.26319,26.75521,-0.58854,1.85729
12/01/2013,21.03056,23.34722,27.0691,2.67292,5.44861
12/02/2013,21.44444,22.9875,27.3625,3.13229,4.78438
12/03/2013,22.03785,23.20313,28.5375,4.98333,3.37569
12/04/2013,21.57118,23.22951,29.01806,3.29063,4.425
12/05/2013,21.46354,22.73993,28.02743,8.14688,8.78819
12/06/2013,21.40313,23.30382,27.4941,1.44792,2.44792
12/07/2013,21.05486,23.33299,27.97917,-2.2375,-0.17396
12/08/2013,20.86736,23.16424,27.82674,-3.31875,-1.01493
12/09/2013,20.99306,23.35035,28.26632,-0.32396,1.91389
12/10/2013,20.39028,23.03125,29.21111,-3.81146,-2.33194
12/11/2013,20.00069,22.52153,31.20938,-5.44688,-3.38125
12/12/2013,20.69514,23.22431,29.71597,-7.16042,-5.10903
12/13/2013,19.94702,22.09649,26.5,-6.01563,-5.61993
12/14/2013,20.96701,23.66597,27.0691,-11.43333,-9.65833
12/15/2013,21.05208,23.65208,27.25035,-7.46979,-5.84375
12/16/2013,21.67569,23.25972,27.16354,-7.65,-8.24965
12/17/2013,21.19931,23.16319,27.18507,-6.40208,-4.70069
12/18/2013,21.28819,23.3566,27.99653,-1.74583,0.98885
12/19/2013,20.77569,22.63924,27.80729,0.40729,3.09444
12/20/2013,21.04653,22.76285,28.14444,1.43854,2.50521
12/21/2013,21.6434,23.80694,28.4441,1.18854,2.05
12/22/2013,21.59514,23.82847,28.38542,-0.4875,1.93438
12/23/2013,21.6691,23.56875,28.1691,-1.9125,-0.18785
12/24/2013,21.29583,23.09444,27.38507,-6.90521,-7.78889
12/25/2013,20.88542,23.41736,26.81146,-10.08333,-6.79201
12/26/2013,19.3816,20.98403,26.07049,-1.275,0.23472
12/27/2013,20.55313,22.21493,26.73715,0.13854,0.81076
12/28/2013,21.18889,23.43194,27.34688,2.29583,4.9434
12/29/2013,21.38438,23.59063,27.63472,2.26354,4.44306
12/30/2013,21.37639,22.93993,27.34931,-4.59583,-6.18958
12/31/2013,21.00868,23.24097,26.99375,-6.11875,-4.29271
01/01/2014,20.80833,23.41424,26.8816,-10.26146,-8.30799
01/02/2014,20.56944,23.1059,26.53056,-14.51979,-15.27188
01/03/2014,20.55486,22.62604,26.58507,-13.10521,-14.33438
01/04/2014,20.88056,23.37396,27.41424,-2.44063,-1.83194
01/05/2014,21.29097,23.57743,28.13646,-0.76105,1.60521
01/06/2014,22.04965,24.70313,28.2434,-4.03021,-3.99826
01/07/2014,21.16319,24.75451,26.39132,-15.83646,-14.74514
01/08/2014,21.10729,23.99549,26.10139,-9.54583,-7.7115
01/09/2014,21.33299,23.12986,26.42465,-5.00625,-5.09306
01/10/2014,21.42222,23.50556,26.75,-1.68438,0.41458
01/11/2014,20.21076,21.97465,25.98646,3.66771,5.59896
01/12/2014,17.83854,19.39375,23.62431,1.97083,3.9934
01/13/2014,20.82326,22.60174,27.00764,4.03438,5.55833
01/14/2014,22.24583,23.72049,28.46806,4.00313,5.33264
01/15/2014,21.45313,23.55382,27.58889,-0.08542,2.05451
01/16/2014,21.17778,23.32639,28.26389,-1.63125,0.72708
01/17/2014,21.13125,23.09479,28.05278,-0.03958,2.72292
01/18/2014,19.29514,20.80903,26.675,-1.22083,-0.08229
01/19/2014,17.79757,19.89063,25.57708,-4.23958,-1.25938
01/20/2014,21.13854,23.37292,27.80833,-6.4875,-5.73542
01/21/2014,20.96389,22.96563,27.50625,-14.02917,-15.14653
01/22/2014,20.82188,23.00764,27.25486,-13.46146,-13.97986
01/23/2014,21.12813,23.21701,27.33194,-12.0875,-12.45764
01/24/2014,20.69028,23.96597,26.5625,-11.90625,-9.20729
01/25/2014,18.17708,20.73264,24.74861,-7.23021,-5.5566
01/26/2014,17.61076,20.22014,24.18472,-10.74479,-7.36111
01/27/2014,20.56146,23.32153,26.57674,-9.50208,-7.94653
01/28/2014,20.60764,23.40694,27.08368,-12.45625,-11.29688
01/29/2014,20.6191,23.50521,27.1316,-12.67604,-9.45243
01/30/2014,20.69896,23.29792,26.55417,-5.23333,-3.94063
01/31/2014,20.96285,23.24861,26.92118,-0.25938,1.54514
02/01/2014,19.01319,20.92535,25.53056,-0.91667,1.7691
02/02/2014,18.7625,20.67153,25.27326,-2.01458,0.20278
02/03/2014,21.52334,22.87247,27.03136,-2.66771,-3.98194
02/04/2014,21.34201,23.21597,27.39028,-4.93854,-4.64757
02/05/2014,21.25625,23.57049,27.22986,-5.66146,-5.3059
02/06/2014,21.11181,23.37188,27.01597,-8.40729,-5.13646
02/07/2014,20.70729,23.13889,26.40174,-8.61354,-6.63368
02/08/2014,18.57118,20.63056,24.85139,-9.70313,-7.66354
02/09/2014,18.16528,20.16424,24.57396,-9.75729,-6.75104
02/10/2014,20.85139,22.79618,26.54896,-5.25417,-6.72639
02/11/2014,21.60625,23.63646,27.10486,-7.40313,-7.48125
02/12/2014,21.18056,22.83646,26.6559,-8.02396,-8.47396
02/13/2014,21.57917,23.24583,27.3941,-2.39688,-4.40868
02/14/2014,21.43958,23.31563,27.46111,-1.46667,-0.11285
02/15/2014,19.84132,21.38924,25.66528,-1.08229,-3.04618
02/16/2014,19.09236,20.71042,24.97257,-8.22917,-7.42743
02/17/2014,20.95764,22.93021,26.26597,-5.475,-6.75799
02/18/2014,21.28958,23.13264,27.25208,-0.96875,0.91806
02/19/2014,21.36771,23.09028,27.34444,4.71771,2.8066
02/20/2014,21.42813,23.50174,27.63889,1.14375,2.76042
02/21/2014,21.11944,23.25313,27.53333,3.50729,4.6559
02/22/2014,19.59792,21.06875,25.52361,5.50625,3.39132
02/23/2014,18.80694,20.27569,24.88958,-0.80938,0.25521
02/24/2014,20.83125,22.91875,26.97188,-3.08958,-3.80486
02/25/2014,20.91771,23.11493,27.02049,-5.18438,-4.54271
02/26/2014,20.78854,23.01007,26.07118,-8.50208,-8.35972
02/27/2014,20.66944,23.05313,25.98785,-8.9625,-9.49931
02/28/2014,21.08472,22.68576,26.2191,-8.89479,-9.97361
03/01/2014,18.74514,20.29444,24.96528,-5.06875,-2.87743
03/02/2014,18.97326,20.06528,24.78507,-9.40208,-8.39861
03/03/2014,21.04132,22.44722,26.08576,-9.39479,-11.38229
03/04/2014,21.00972,23.27222,26.8941,-9.64792,-6.46285
03/05/2014,21.40069,22.88229,27.16528,-4.74583,-5.42743
03/06/2014,21.87118,23.17778,28.03542,-6.04583,-4.56632
03/07/2014,22.04722,23.08819,27.69028,1.18021,0.04063
03/08/2014,20.61594,21.97319,26.13478,2.03478,1.6779
03/09/2014,19.37049,20.75972,25.07222,0.47813,-1.22257
03/10/2014,21.4691,22.73819,26.43368,6.43438,6.15243
03/11/2014,22.38889,23.29722,27.20625,10.59063,7.90729
03/12/2014,21.54774,23.30453,26.92404,1.06042,-2.1115
03/13/2014,21.20417,22.94063,26.51563,-3.79479,-9.20903
03/14/2014,21.38576,22.77326,26.69757,5.10313,4.09965
03/15/2014,19.71632,20.96771,25.52674,2.69583,2.54479
03/16/2014,19.38056,20.325,24.74861,-4.05,-7.77778
03/17/2014,21.0566,22.52986,26.47639,-6.78542,-6.20903
03/18/2014,21.50868,22.36528,27.28056,1.43438,0.39653
03/19/2014,21.46354,23.12569,27.75313,3.10729,4.89132
03/20/2014,21.39549,23.20104,27.09792,2.31667,3.70382
03/21/2014,21.94653,23.05556,26.74653,4.2375,2.55486
03/22/2014,19.98646,21.29896,25.43438,3.35938,2.7191
03/23/2014,19.43576,20.55903,24.62326,-0.87292,-4.83194
03/24/2014,19.21298,21.27176,24.37481,-5.68864,-6.20379
